lang;term;sentence;IS_VALID_LOAN;OTHER_LOANS;NOTES;category;type;source_page
el;app;Τον Ιανουάριο του 2013, το App Store περιείχε περισσότερο από 775.000 εφαρμογές iOS, 300.000 από τις οποίες ήταν συμβατές για iPad.;;;;new;cs_latin_raw;IOS
el;έκανε check;Αφού πέρασε το τεστ νηφαλιότητας, έκανε check in στο μοτέλ La Mesa στη Σάντα Ρόζα του Νέου Μεξικού.;;;;new;verb_light_latin;Τζιμ Σάλιβαν (μουσικός)
el;scan;Ο αλγόριθμος SCAN ονομάζεται επίσης και αλγόριθμος ανελκυστήρα γιατί η κίνηση του βραχίονα μοιάζει με αυτή  ενός ανελκυστήρα εξυπηρετώντας πρώτα όλες τις αιτήσεις προς μια κατεύθυνση και έπειτα τις αιτήσεις της άλλης κατεύθυνσης.;;;;new;cs_latin_raw;Αλγόριθμος SCAN
el;forward;Η Ελληνική μετάφραση του small forward είναι μικρός προωθημένος.;;;;new;cs_latin_raw;Σμολ φόργουορντ
el;spam;"Το Usenet έχει σημαντική πολιτιστική σημασία στον δικτυωμένο κόσμο, καθώς έχει δημιουργήσει ή και διαδώσει πολλές ευρέως αναγνωρισμένες έννοιες και όρους όπως οι ""FAQ"", ""flame"" και ""spam"".";;;;new;cs_latin_raw;Usenet
el;κάνει log;Κάθε φορά που ο χρήστης προσπαθεί να κάνει log-in στον λογαριασμό του, όταν του ζητηθεί το security key αυτός πιέζει το κουμπί πάνω στη συσκευή και γράφει στη σελίδα τον εξαψήφιο κωδικό που του εμφανίστηκε στην οθόνη της συσκευής.;;;;new;verb_light_latin;PayPal
el;hardware;"Όμως στις 11 Ιουλίου 2005 η Apple ανακοίνωσε ότι ""τα χαρακτηριστικά που θα προστεθούν στο Cocoa μετά το Mac OS X v10.4 δεν θα προστεθούν στο Cocoa-Java API""  Υλικό (Hardware) Στις αρχές του Mac OS X, υποστηρίζονταν όλες οι αρχιτεκτονικές των τότε Macintosh υπολογιστών (φορητών, επιτραπέζιων και διακομιστών) που βασίζονταν σε επεξεργαστές PowerPC G3, G4 και G5.";;;;new;cs_latin_raw;MacOS
el;στριμ;Ο νομικός σύμβουλος του Νορντ Στριμ ήταν η αμερικανική εταιρεία White Case και νομικός σύμβουλος για τους δανειστές ήταν η εταιρεία Clifford Chance.;;;;new;noun_transliterated;Νορντ Στριμ
el;χακαρισμένος;Αργότερα, δήλωσε ότι ο λογαριασμός του ήταν χακαρισμένος και αρνήθηκε την ανακοίνωση.;;;;new;verb_participle;Westlife
el;pixel;Στην Ελλάδα το Google Pixel και το Google Pixel XL μπορούν να αγοραστούν μέσω του καταστήματος Πλαίσιο και άλλων.;;;;new;cs_latin_raw;Google Pixel
el;online;Έγκυρη online ενημέρωση σχετικά με την επιδημία του HIV/AIDS από το 2002.;;;;new;cs_latin_raw;AIDS
el;κλικ;"Για να σύρετε, αντί να εκτελέσετε την τεχνική ""κλικ και μισό"", ο χρήστης πιέζει προς τα κάτω ενώ βρίσκεται στο αντικείμενο, σέρνει χωρίς να απελευθερώσει πίεση και αφήνει να πάει όταν τελειώσει.";;;;new;noun_transliterated;Touchpad
el;σπόιλερ;Η εντυπωσιακή για μικρομεσαίο μοντέλο της κατηγορίας C αεροδυναμική, επετεύχθη και λόγω της μεγάλης προσοχής που δόθηκε σε κάποιες λεπτομέρειες, όπως στη δυναμική ροή του αέρα γύρω από τους τροχούς, στη μπροστινή γρίλια, στην πίσω πόρτα, στα πλευρικά σπόιλερ και στη διαμόρφωση του κάτω μέρους του πατώματος.;;;;new;noun_transliterated;Mercedes-Benz W176
el;μποτ;Στο νησί υπάρχουν τέσσερα χωριά: το Μεγαλοχώρι ή Μύλος (χώρα του νησιού), η Σκάλα (το φυσικό λιμάνι όπου προσεγγίζουν τα φέρι μποτ από Πειραιά/Αίγινα), τα Λιμενάρια και το Μετόχι.;;;;new;noun_transliterated;Αγκίστρι (νησί)
el;φόργουορντ;Πάουερ φόργουορντ (αγγλικά: power forward‎‎) ονομάζεται ο αθλητής που αγωνίζεται σε μια από τις 5 παραδοσιακές θέσεις στην ομάδα μπάσκετ.;;;;new;noun_transliterated;Πάουερ φόργουορντ (καλαθοσφαίριση)
el;τουίτ;Ομοίως και ο Ντόκινς έχει δηλώσει πως «ο Iσλαμισμός είναι η μεγαλύτερη δύναμη του κακού σήμερα», ενώ σε τουίτ του δήλωσε πως ο δημοσιογράφος Mehdi Hassan δεν μπορεί να είναι δημοσιογράφος επειδή είναι Mουσουλμάνος.;;;;new;noun_transliterated;Νέος αθεϊσμός
el;λινκ;Δισκογραφία Singles Παραπομπές   == Επιπλέον λινκ ==;;;;new;noun_transliterated;Ράσμουσεν (τραγουδιστής)
el;click;Ως εκ τούτου, το κανάλι δεν μεταδίδεται απευθείας στο Ηνωμένο Βασίλειο, αν και επιλεγμένα προγράμματα και δελτία έχουν μεταφερθεί στο ομότιτλο εγχώριο κανάλι (ειδικά στη νυχτερινή ζώνη) και αντίστροφα (συμπεριλαμβανομένων των εκπομπών Click και HARDtalk, της έκτακτης επικαιρότητας αλλά και διάφορων ειδικών εκδηλώσεων που διεξάγονται στη χώρα).;;;;new;cs_latin_raw;BBC News (διεθνές τηλεοπτικό κανάλι)
el;software;Free Software Project Management HOWTO Software Release Decisions A Methodology to Support Software Release Decisions Software Testing Life Cycle Αρχειοθετήθηκε 2011-05-24 στο Wayback Machine.;;;;new;cs_latin_raw;Κύκλος ζωής έκδοσης λογισμικού
el;μπαν;Μεταξύ του 1670 και της επανάστασης του 1848 υπήρξαν μόνο δύο μπαν Κροατικής εθνικότητας.;;;;new;noun_transliterated;Κροάτες
el;chat;Επίσης αρκετά αργότερα δημιουργήθηκε και ο chat.mad.gr που ανήκει στο τηλεοπτικό μουσικό κανάλι MAD.;;;;new;cs_latin_raw;Internet Relay Chat
el;κάνει post;Μετεκπαιδεύτηκε στο Πανεπιστήμιο του Delf της Ολλανδίας καθώς και στο Michigan State University των ΗΠΑ από το οποίο εκλήθη ως υπότροφος ερευνητής (Research Scholar), όπου του εζητήθη να παραμείνει για να κάνει post doc  και του προσφέρθηκε η θέση του αναπληρωτή καθηγητή.;;;;new;verb_light_latin;Κωνσταντίνος Τζανακούλης
el;πίξελ;Στην περίπτωση, όμως, που προβάλλεται μία εικόνα διαστάσεων 800x600 πίξελ σε οθόνη ανάλυσης 1280x1024 πίξελ, δεν υπάρχει ακριβής αντιστοιχία εικονοστοιχείου προς εικονοστοιχείο.;;;;new;noun_transliterated;Εικονοστοιχείο
el;ποστ;Άλλοι καλλιτέχνες συνέχισαν να ξεχωρίζουν από τη μάζα των λιγότερο γνωστών καλλιτεχνών: Οι τελευταίες και πολύ απλές νεκρές φύσεις του Άντριεν Κοόρτε (Adriaen Coorte) στα 1950 και των τοπιογράφων Γιάκομπους Μανκάνταν (Jacobus Mancadan) και Φρανς Ποστ νωρίτερα.;;;;new;noun_transliterated;Ζωγραφική της ολλανδικής Χρυσής Εποχής
el;format;DualDisc ISO9660 - Universal Disk Format Τα περισσότερα DVD είναι γραμμένα με το πρότυπο ISO9660.;;;;new;cs_latin_raw;DVD
el;post;Louis Post-Dispatch επέκρινε επίσης την ιστορία ως το πιο αδύναμο σημείο της ταινίας.;;;;new;cs_latin_raw;Ψυχρά κι Ανάποδα
el;κάνει tag;Τέτοιες απαντήσεις εμφανίζονται αν ένας χρήστης ξεκάθαρα κάνει tag το @MetaAI σε μια δημοσίευση, ή εάν μια δημοσίευση περιλαμβάνει μια ερώτηση και κανένας αλλός χρήστης δεν έχει απαντήσει σε αυτήν μέσα σε μια ώρα.;;;;new;verb_light_latin;Η Θεωρία του Νεκρού Διαδικτύου
el;κάνει check;Σημείωσε για το «ικανό χορευτικό κομμάτι», «η φωνή του Τζάκσον πετά στα ύψη σε όλη τη μελωδία, ο Έντι Βαν Χάλεν κάνει check-in με ένα solo κιθάρας, ενώ εσύ μπορείς να χτίσεις ένα συνεδριακό κέντρο στο backbeat».;;;;new;verb_light_latin;Beat It
el;κάνει stream;Είναι ικανό να κάνει stream πάνω από δίκτυα, καθώς και να επανακωδικοποιεί αρχεία πολυμέσων και να τα αποθηκεύει σε διάφορες μορφές.;;;;new;verb_light_latin;VLC media player
el;έκανε τσεκ;Αντίθετα μια άλλη υπάλληλος της ρεσεψιόν υποστήριξε ότι είδε έναν μελαχρινό άνδρα, μεταξύ 25-40 ετών, ο οποίος στεκόταν δίπλα στην Τζένιφερ είτε όταν έκανε τσεκ ιν, είτε όταν εκείνη πήγε στο γραφείο συναλλάγματος του ξενοδοχείου για να πάρει τοπικά χαρτονομίσματα το ίδιο εκείνο βράδυ της 31ης Μάϊου.;;;;new;verb_light_greek;Υπόθεση Τζένιφερ Φαιργκέιτ
el;log;Αυτό έχει ως αποτέλεσμα η διάσταση Hausdorff της δομής να είναι log(3)/log(2) ≈ 1.58.;;;;new;cs_latin_raw;Λογάριθμος
el;κάνει tweet;Τουρκία – Αν και η Τουρκική Ραδιοφωνία και Τηλεόραση (TRT) ανακοίνωσε ότι η Τουρκία δεν θα συμμετάσχει στον διαγωνισμό του 2014 για δεύτερη συνεχή χρονιά, αργότερα αναφέρθηκε ότι μια επιστροφή στο διαγωνισμό του 2015 θα μπορούσε να είναι δυνατή με τον επόπτη της Eurovision, Σίτσε Μπάκερ (Sietse Bakker), να κάνει tweet σχετικά με την πιθανότητα επιστροφής της χώρας.;;;;new;verb_light_latin;Διαγωνισμός Τραγουδιού Eurovision 2015
el;check;Σαχ (διεθνώς: check) λέγεται στο σκάκι η άμεση απειλή εναντίον του βασιλιά.;;;;new;cs_latin_raw;Σαχ
el;κλάουντ;Κλάουντ με τη Βίκι Βέιλ και τον Ρούπερτ Θόρν με το δικό του χαρακτήρα, Κάρλ Γκρίσομ.;;;;new;noun_transliterated;Μπάτμαν (ταινία, 1989)
el;stream;Η ειδικός στα πρωτεύοντα, Τζέιν Γκούνταλ (Jane Goodall), η οποία έκανε τις έρευνές τις στο Εθνικό Πάρκο Gombe Stream, παρατήρησε κοινωνίες σχάσης-σύντηξης (fission-fusion societies).;;;;new;cs_latin_raw;Πρωτεύοντα
el;κάνοντας κλικ;Καθώς το Myst αποδεικνυόταν επιτυχημένο οικονομικά, οι αδελφοί Miller άρχισαν να επεκτείνουν την ομάδα  Το παιχνίδι Το παιχνίδι παίζεται από έναν παίκτη ο οποίος μετακινείται σε ένα χώρο κάνοντας κλικ στα σημεία στα οποία θέλει να μεταβεί.;;;;new;verb_light_greek;Riven
el;tag;Σήμερα, πολλοί από τους κορυφαίους κατασκευαστές ρολογιών και χρονογράφων όπως Patek Philippe, Vacheron Constantin, Tag Heuer, IWC, Rolex, Breitling κατασκευάζουν ρολόγια από πλατίνα.;;;;new;cs_latin_raw;Λευκόχρυσος
el;σέρβερ;Ο κύριος σκοπός της Google Αναζήτησης είναι να ψάχνει για κείμενο σε δημόσια προσβάσιμα έγγραφα που παρέχονται από σέρβερ, σε αντίθεση με άλλα δεδομένα, όπως η υπηρεσία αναζήτησης Google Images.;;;;new;noun_transliterated;Αναζήτηση Google
el;bug;1947 - Καταγράφεται η πρώτη περίπτωση software bug: Μία νυχτοπεταλούδα κάθεται σ' έναν ηλεκτρονόμο ενός υπολογιστή στο Πανεπιστήμιο Χάρβαρντ.;;;;new;cs_latin_raw;9 Σεπτεμβρίου
el;κάνει κλικ;Σε άλλα χρειάζεται ο χρήστης να κάνει κλικ σε συγκεκριμένο χωρικό και χρονικό σημείο.;;;;new;verb_light_greek;Riven
el;κάνει like;Στη συνέχεια ισχυρίστηκε ότι η Minaj είχε προηγουμένως «κάνει like » σε σχόλια στα μέσα κοινωνικής δικτύωσης που μίλησαν αρνητικά για την ικανότητα της Cardi B να φροντίζει τη νεογέννητη κόρη της.;;;;new;verb_light_latin;Cardi B
el;troll;Οι Ορκάδες έχουν πλούσιες λαογραφικές παραδόσεις με πολλές από τις παλιές ιστορίες να σχετίζονται με τα τρόου (trow), μια τοπική μορφή ξωτικών (troll) που παραπέμπει στη Σκανδιναβική παράδοση των νησιών.;;;;new;cs_latin_raw;Ορκάδες
el;interface;Τα δύο τελευταία εργαλεία (Project Builder και Interface Builder) σήμερα είναι συγχωνευμένα σε μία εφαρμογή, το Xcode.;;;;new;cs_latin_raw;Objective-C
el;cloud;Ο Zack, όντας σε καλύτερη κατάσταση, πήρε τον Cloud και προσπάθησε να δραπετεύσει, αλλά, τελικά, σκοτώθηκε από τους στρατιώτες της Shinra.;;;;new;cs_latin_raw;Final Fantasy VII
el;user;Στα λειτουργικά συστήματα τύπου Unix η έξοδος της εντολής διαφέρει λίγο σε σχέση με τα περιεχόμενα της μεταβλητής $USER γιατί η whoami εμφανίζει το όνομα με το οποίο ο χρήστης δουλεύει ενώ η $USER εμφανίζει το όνομα με το οποίο ο χρήστης εισήλθε στο σύστημα.;;;;new;cs_latin_raw;Whoami
el;ban;"Kaizoku-Ban είναι ο τίτλος του ζωντανά ηχογραφημένου ΕΡ του γερμανικού metal συγκροτήματος Accept, το οποίο κυκλοφόρησε το 1985 από την ""RCA Records"" στην Ευρώπη και από την ""Portrait Records"" στην Αμερική.";;;;new;cs_latin_raw;Kaizoku-Ban
el;μπαγκ;"Το Τζαλιανβάλα Μπαγκ είναι ιστορικός κήπος και ""μνημείο εθνικής σημασίας"" στο Αμριτσάρ της Ινδίας.";;;;new;noun_transliterated;Τζαλιανβάλα Μπαγκ
el;download;Ψηφιακή λήψη (αγγλικά: Digital download) στη μουσική ονομάζεται η μεταφορά μουσικών αρχείων (άλμπουμ ή τραγουδιών μεμονωμένα) μέσω ίντερνετ σε μια ψηφιακή συσκευή που μπορεί να τα αναπαράγει.;;;;new;cs_latin_raw;Ψηφιακή λήψη
el;τρολ;Ιστότοπος με συμβουλές για την αποφυγή των Τρολ.;;;;new;noun_transliterated;Τρολ (Διαδίκτυο)
el;έκανε tweet;"Ιστορία Στις 20 Ιουλίου 2017, η Samsung έκανε tweet ένα video teaser που δείχνει μια σκοτεινή συσκευή με γραφίδα, δηλώνοντας την ημερομηνία της επόμενης εκδήλωσης ""Unpacked"" στις 23 Αυγούστου 2017.";;;;new;verb_light_latin;Samsung Galaxy Note 8
